NROPRESTADOR,PRESTADOR,PLAN,TIPO DE PRESTADOR,ESPECIALIDAD,ZONA,DIRECCION,TELEFONO,BARRIO_LOCALIDAD
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,INFECTOLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,NEFROLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,NEUMONOLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,NEUROCIRUGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,NEUROLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,OBSTETRICIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,ONCOLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,PATOLOGIA MAMARIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,PEDIATRIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,PROCTOLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,REUMATOLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Diagnostico y tratamiento,URODINAMIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA PRIVADA ENRIQUE MOSCONI S.A.,UNIVERSAL,Profesionales,UROLOGIA,BUENOS AIRES,CALLE 8 Nº 3419 E7 BARADERO Y SAN NICOLAS,221 4645881,BERISSO
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,ALERGIA E INMUNOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,AUDIOMETRIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CARDIOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA CABEZA Y CUELLO,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA CARDIOVASCULAR,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA GENERAL,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA GENERAL INFANTIL,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA GINECOLOGICA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA LAPAROSCOPICA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA MAXILOFACIAL,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA OTORRINOLARINGOLOGICA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA PERCUTANEA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA PLASTICA Y REPARADORA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA TORACICA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA TRAUMATOLOGICA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CIRUGIA VASCULAR PERIFERICA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,CLINICA MEDICA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,CONTROL DE MARCAPASOS,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,DERMATOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,ECOCARDIOGRAFIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,FLEBOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,FONOAUDIOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,GINECOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,GINECOLOGIA INFANTO - JUVENIL,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Guardia,GUARDIA GENERAL,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,HEMATOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,HEMODIALISIS,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,HEMODINAMIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,HEMOTERAPIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,HEPATOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,INFECTOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,NEFROLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,NEUMONOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,NEUROCIRUGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,NEUROLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,OBSTETRICIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,ONCOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,PATOLOGIA MAMARIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,PEDIATRIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,PROCTOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,REUMATOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,TRAUMATOLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Diagnostico y tratamiento,URODINAMIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA RIBERA,UNIVERSAL,Profesionales,UROLOGIA,BUENOS AIRES,LA MERCED Nº 286 E PERU Y SARMIENTO,221 4298280,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,ALERGIA E INMUNOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,AUDIOMETRIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CARDIOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA CABEZA Y CUELLO,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA CARDIOVASCULAR,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA GENERAL,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA GENERAL INFANTIL,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA GINECOLOGICA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA LAPAROSCOPICA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA MAXILOFACIAL,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA OTORRINOLARINGOLOGICA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA PERCUTANEA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA PLASTICA Y REPARADORA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA TORACICA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA TRAUMATOLOGICA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CIRUGIA VASCULAR PERIFERICA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,CLINICA MEDICA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,CONTROL DE MARCAPASOS,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,DERMATOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,ECOCARDIOGRAFIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,FLEBOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,FONOAUDIOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,GINECOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,GINECOLOGIA INFANTO - JUVENIL,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Guardia,GUARDIA GENERAL,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,HEMATOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,HEMODIALISIS,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,HEMODINAMIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,HEMOTERAPIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,HEPATOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,INFECTOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,NEFROLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,NEUMONOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,NEUROCIRUGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,NEUROLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,OBSTETRICIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,ONCOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,PATOLOGIA MAMARIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,PEDIATRIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,PROCTOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,REUMATOLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Diagnostico y tratamiento,URODINAMIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,CLINICA DE LA COMUNIDAD,UNIVERSAL,Profesionales,UROLOGIA,BUENOS AIRES,LA MERCED Nº 383 E LA PAZ Y DR. FERELLA,221 4602400,ENSENADA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,ALERGIA E INMUNOLOGIA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Diagnostico y tratamiento,AUDIOMETRIA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CARDIOLOGIA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA CABEZA Y CUELLO,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA CARDIOVASCULAR,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA GENERAL,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA GENERAL INFANTIL,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA GINECOLOGICA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA LAPAROSCOPICA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA MAXILOFACIAL,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA OTORRINOLARINGOLOGICA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA PERCUTANEA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA PLASTICA Y REPARADORA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA TORACICA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA TRAUMATOLOGICA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CIRUGIA VASCULAR PERIFERICA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Profesionales,CLINICA MEDICA,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
-,HOSPITAL ITALIANO DE LA PLATA,SUPERADOR,Diagnostico y tratamiento,CONTROL DE MARCAPASOS,BUENOS AIRES,AV. 51 Nº 1725 E 29 Y 30,221 5129500,LA PLATA
