NROPRESTADOR,PRESTADOR,PLAN,TIPO DE PRESTADOR,ESPECIALIDAD,ZONA,DIRECCION,TELEFONO,BARRIO_LOCALIDAD
-,CLINICA SAN CAMILO,SUPERADOR,Guardia,GUARDIA GENERAL,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA CABEZA Y CUELLO,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA CARDIOVASCULAR,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA GENERAL,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA TORACICA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA VASCULAR PERIFERICA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,DERMATOLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,GASTROENTEROLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,GINECOLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,HEPATOLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,INFECTOLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,NEUMONOLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,NEUROCIRUGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,NEUROLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,NUTRICION Y DIABETES,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,PATOLOGIA MAMARIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,PEDIATRIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,UROLOGIA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA GINECOLOGICA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA LAPAROSCOPICA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA PERCUTANEA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,CLINICA SAN CAMILO,SUPERADOR,Profesionales,CIRUGIA TRAUMATOLOGICA,CAPITAL FEDERAL,AV. ANGEL GALLARDO 899,4858 8100 4858 8600,CABA
-,COSTA ALICIA,UNIVERSAL,Profesionales,SALUD MENTAL,CAPITAL FEDERAL,Contactarse con Seccional, 5491157438721  5491134000070,CABA
-,FERNANDEZ CLAUDIA,SUPERADOR,Diagnostico y tratamiento,KINESIOLOGIA,CAPITAL FEDERAL,AV. SANTA FE 3192 9 A,4824 4898,CABA
-,FLAMENT ELIANA,UNIVERSAL,Profesionales,SALUD MENTAL,CAPITAL FEDERAL,Contactarse con Seccional, 5491157438721  5491134000070,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,ALERGIA E INMUNOLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,AUDIOMETRIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,CARDIOLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,CIRUGIA CARDIOVASCULAR,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,CIRUGIA GENERAL INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,DERMATOLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,NUTRICION Y DIABETES,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,ECOCARDIOGRAFIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,ELECTROCARDIOGRAMA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,ENDOCRINOLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,ESTUDIO FUNCIONAL RESPIRATORIO,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,GASTROENTEROLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,GINECOLOGIA INFANTO   JUVENIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,HEMATOLOGIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,INFECTOLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,GINECOLOGIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION PEDIATRICA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,MONITOREO FETAL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,NEFROLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,NEUMONOLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,NEUROCIRUGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,NEUROORTOPEDIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,NEUROLOGIA INFANTIL,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,OBSTETRICIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Guardia,GUARDIA PEDIATRICA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,PEDIATRIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,TRAUMATOLOGIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,RADIOLOGIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,OTOEMISIONES ACUSTICAS,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Profesionales,UROLOGIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399,CABA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,ESPIROMETRIA,CAPITAL FEDERAL,AV. CRAMER 4601,4704 2300 al 2399 4704 0166 4704 0199 4704 5003,CABA
-,GALPARSORO GUSTAVO,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,CAPITAL FEDERAL,PJE. BOMBAY 2275,4566 5734 4567 0975,CABA
-,GRANA FABIAN ROBERTO,UNIVERSAL,Profesionales,SALUD MENTAL,CAPITAL FEDERAL,Contactarse con Seccional, 5491157438721  5491134000070,CABA
-,GRUENBERG MARTIN ESTEBAN,SUPERADOR,Profesionales,PEDIATRIA,CAPITAL FEDERAL,AVDA.CORONEL DIAZ 2427 PB D,4805 0553,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,CARDIOLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,DERMATOLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,NUTRICION Y DIABETES,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,ENDOCRINOLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,GASTROENTEROLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,HEMATOLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,HEPATOLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,INFECTOLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION PEDIATRICA,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,NEFROLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,NEUMONOLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,NEUROLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,OFTALMOLOGIA,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Diagnostico y tratamiento,MONITOREO FETAL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,OBSTETRICIA,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Guardia,GUARDIA PEDIATRICA,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,PEDIATRIA,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,REUMATOLOGIA INFANTIL,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,GRUPO PEDIATRICO,SUPERADOR,Profesionales,TRAUMATOLOGIA,CAPITAL FEDERAL,AV. LUIS MARÍA CAMPOS 726 PISO 8,0800 777 4772 WSP 11 2307 3295,CABA
-,HIGH MEDIC GROUP,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,CAPITAL FEDERAL,ARANGUREN 125,4981 3110,CABA
-,HOQUI SILVIA GRACIELA,UNIVERSAL,Profesionales,SALUD MENTAL,CAPITAL FEDERAL,Contactarse con Seccional, 5491157438721  5491134000070,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,ALERGIA E INMUNOLOGIA INFANTIL,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,ALERGIA E INMUNOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,HEMODINAMIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,AUDIOMETRIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,CARDIOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,CIRUGIA CABEZA Y CUELLO,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,CIRUGIA CARDIOVASCULAR,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,CIRUGIA MAXILOFACIAL,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,CIRUGIA TORACICA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,CLINICA MEDICA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Guardia,GUARDIA GENERAL,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,DERMATOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,ECOCARDIOGRAFIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,ELECTROENCEFALOGRAMA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,FLEBOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,HEMATOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,NEFROLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,ESPIROMETRIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,NEUROCIRUGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION PEDIATRICA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,MEDICINA NUCLEAR,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,NEUMONOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,PRESUROMETRIA   HOLTER,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,NEUROLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,OBSTETRICIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,OFTALMOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,PATOLOGIA MAMARIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,PEDIATRIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,OTOEMISIONES ACUSTICAS,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,POTENCIAL EVOCADO,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,PSICOPROFILAXIS DEL PARTO,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,REUMATOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,TRAUMATOLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Diagnostico y tratamiento,URODINAMIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,HOSPITAL NAVAL,UNIVERSAL,Profesionales,UROLOGIA,CAPITAL FEDERAL,AV. PATRICIAS ARGENTINAS 351,0800 333 4106 0800 333 4530 WSP 11 2792 3224,CABA
-,IAMA,SUPERADOR,Diagnostico y tratamiento,ANALISIS CLINICOS,CAPITAL FEDERAL,VIAMONTE 2560,4962 0990,CABA
-,IAMA,SUPERADOR,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,CAPITAL FEDERAL,VIAMONTE 2560,4962 0990,CABA
-,IAMA,SUPERADOR,Diagnostico y tratamiento,DENSITOMETRIA OSEA,CAPITAL FEDERAL,VIAMONTE 2560,4962 0990,CABA
